0,0,0,0,0,0,0,0,0,0,0,0,0.98,1.92,2.82,3.68,4.5,5.28,6.02,6.72,7.38,8,0,1.96,3.84,5.64,7.36,9,10.56,12.04,13.44,14.76,16,0,2.94,5.76,8.46,11.04,13.5,15.84,18.06,20.16,22.14,24,0,3.92,7.68,11.28,14.72,18,21.12,24.08,26.88,29.52,32
-22,-23.42,-24.48,-25.18,-25.52,-25.5,-25.12,-24.38,-23.28,-21.82,-20,-22,-23.38,-24.32,-24.82,-24.88,-24.5,-23.68,-22.42,-20.72,-18.58,-16,-22,-23.34,-24.16,-24.46,-24.24,-23.5,-22.24,-20.46,-18.16,-15.34,-12,-22,-23.3,-24,-24.1,-23.6,-22.5,-20.8,-18.5,-15.6,-12.1,-8,-22,-23.26,-23.84,-23.74,-22.96,-21.5,-19.36,-16.54,-13.04,-8.86,-4
0,-4,-8,-12,-16,-20,-24,-28,-32,-36,-40,0,-3.54,-6.96,-10.26,-13.44,-16.5,-19.44,-22.26,-24.96,-27.54,-30,0,-3.08,-5.92,-8.52,-10.88,-13,-14.88,-16.52,-17.92,-19.08,-20,0,-2.62,-4.88,-6.78,-8.32,-9.5,-10.32,-10.78,-10.88,-10.62,-10,0,-2.16,-3.84,-5.04,-5.76,-6,-5.76,-5.04,-3.84,-2.16,0
